Sheet,State_Territory,Total_Transactions,Unprocessed_Transactions,Z_Total_Nonmatches,Total_Matches,X_Single_Match_Alive,Y_Single_Match_Deceased,V_Multiple_Match_Alive,T_Multiple_Match_Deceased,W_Multiple_Match_Mixed,PercentNonMatch,PercentMatchDeceased,Year,Date,DayOfYear,ISOyear,ISOweek
2017-02-18,Oregon,1145,0,855,290,287,3,0,0,0,74.672,1.034,2017,2017-02-18,49,2017,7
2017-02-18,Pennsylvania,707,0,164,543,541,2,0,0,0,23.197,0.368,2017,2017-02-18,49,2017,7
2017-02-18,Rhode Island,137,0,30,107,107,0,0,0,0,21.898,0,2017,2017-02-18,49,2017,7
2017-02-18,South Carolina,0,0,0,0,0,0,0,0,0,NA,NA,2017,2017-02-18,49,2017,7
2017-02-18,South Dakota,115,0,11,104,100,4,0,0,0,9.565,3.846,2017,2017-02-18,49,2017,7
2017-02-18,Tennessee,0,0,0,0,0,0,0,0,0,NA,NA,2017,2017-02-18,49,2017,7
2017-02-18,Texas,3488,0,733,2755,2755,0,0,0,0,21.015,0,2017,2017-02-18,49,2017,7
2017-02-18,Utah,1111,0,149,962,962,0,0,0,0,13.411,0,2017,2017-02-18,49,2017,7
2017-02-18,Vermont,0,0,0,0,0,0,0,0,0,NA,NA,2017,2017-02-18,49,2017,7
2017-02-18,Virginia,0,0,0,0,0,0,0,0,0,NA,NA,2017,2017-02-18,49,2017,7
2017-02-18,Washington,68,0,17,51,51,0,0,0,0,25,0,2017,2017-02-18,49,2017,7
2017-02-18,West Virginia,0,0,0,0,0,0,0,0,0,NA,NA,2017,2017-02-18,49,2017,7
2017-02-18,Wisconsin,119,0,32,87,83,4,0,0,0,26.891,4.598,2017,2017-02-18,49,2017,7
2017-02-18,Wyoming,495,0,70,425,418,7,0,0,0,14.141,1.647,2017,2017-02-18,49,2017,7
2017-02-18,Total,34823,0,9354,25469,24958,507,4,0,0,26.862,1.991,2017,2017-02-18,49,2017,7
2017-02-11,Alabama,952,0,131,821,675,146,0,0,0,13.761,17.783,2017,2017-02-11,42,2017,6
2017-02-11,Alaska,49,0,16,33,33,0,0,0,0,32.653,0,2017,2017-02-11,42,2017,6
2017-02-11,Arizona,410,0,142,268,267,1,0,0,0,34.634,0.373,2017,2017-02-11,42,2017,6
2017-02-11,Arkansas,0,0,0,0,0,0,0,0,0,NA,NA,2017,2017-02-11,42,2017,6
2017-02-11,California,2624,0,953,1671,1642,29,0,0,0,36.319,1.735,2017,2017-02-11,42,2017,6
2017-02-11,Colorado,0,0,0,0,0,0,0,0,0,NA,NA,2017,2017-02-11,42,2017,6
2017-02-11,Connecticut,45,0,14,31,31,0,0,0,0,31.111,0,2017,2017-02-11,42,2017,6
2017-02-11,Delaware,0,0,0,0,0,0,0,0,0,NA,NA,2017,2017-02-11,42,2017,6
2017-02-11,District Of Columbia,0,0,0,0,0,0,0,0,0,NA,NA,2017,2017-02-11,42,2017,6
2017-02-11,Florida,474,0,118,356,356,0,0,0,0,24.895,0,2017,2017-02-11,42,2017,6
2017-02-11,Georgia,306,0,82,224,224,0,0,0,0,26.797,0,2017,2017-02-11,42,2017,6
2017-02-11,Hawaii,0,0,0,0,0,0,0,0,0,NA,NA,2017,2017-02-11,42,2017,6
2017-02-11,Idaho,823,0,158,665,593,72,0,0,0,19.198,10.827,2017,2017-02-11,42,2017,6
2017-02-11,Illinois,10432,0,1756,8676,8569,107,0,0,0,16.833,1.233,2017,2017-02-11,42,2017,6
2017-02-11,Indiana,2840,0,268,2572,2559,11,2,0,0,9.437,0.428,2017,2017-02-11,42,2017,6
2017-02-11,Iowa,471,0,101,370,367,3,0,0,0,21.444,0.811,2017,2017-02-11,42,2017,6
2017-02-11,Kansas,109,0,23,86,83,3,0,0,0,21.101,3.488,2017,2017-02-11,42,2017,6
2017-02-11,Kentucky,0,0,0,0,0,0,0,0,0,NA,NA,2017,2017-02-11,42,2017,6
2017-02-11,Louisiana,150,0,26,124,124,0,0,0,0,17.333,0,2017,2017-02-11,42,2017,6
2017-02-11,Maine,0,0,0,0,0,0,0,0,0,NA,NA,2017,2017-02-11,42,2017,6
2017-02-11,Maryland,272,0,52,220,220,0,0,0,0,19.118,0,2017,2017-02-11,42,2017,6
2017-02-11,Massachusetts,160,0,46,114,114,0,0,0,0,28.75,0,2017,2017-02-11,42,2017,6
2017-02-11,Michigan,19,0,3,16,16,0,0,0,0,15.789,0,2017,2017-02-11,42,2017,6
2017-02-11,Minnesota,749,0,523,226,223,3,0,0,0,69.826,1.327,2017,2017-02-11,42,2017,6
2017-02-11,Mississippi,1,0,0,1,1,0,0,0,0,0,0,2017,2017-02-11,42,2017,6
2017-02-11,Missouri,2969,0,642,2327,2291,36,0,0,0,21.623,1.547,2017,2017-02-11,42,2017,6
2017-02-11,Montana,124,0,52,72,72,0,0,0,0,41.935,0,2017,2017-02-11,42,2017,6
2017-02-11,Nebraska,26,0,4,22,22,0,0,0,0,15.385,0,2017,2017-02-11,42,2017,6
2017-02-11,Nevada,416,0,213,203,200,3,0,0,0,51.202,1.478,2017,2017-02-11,42,2017,6
2017-02-11,New Hampshire,0,0,0,0,0,0,0,0,0,NA,NA,2017,2017-02-11,42,2017,6
2017-02-11,New Jersey,524,0,189,335,332,3,0,0,0,36.069,0.896,2017,2017-02-11,42,2017,6
2017-02-11,New Mexico,0,0,0,0,0,0,0,0,0,NA,NA,2017,2017-02-11,42,2017,6
2017-02-11,New York,3738,0,1529,2209,2207,2,0,0,0,40.904,0.091,2017,2017-02-11,42,2017,6
2017-02-11,North Carolina,511,0,102,409,409,0,0,0,0,19.961,0,2017,2017-02-11,42,2017,6
2017-02-11,North Dakota,0,0,0,0,0,0,0,0,0,NA,NA,2017,2017-02-11,42,2017,6
2017-02-11,Ohio,207,0,114,93,93,0,0,0,0,55.072,0,2017,2017-02-11,42,2017,6
2017-02-11,Oklahoma,0,0,0,0,0,0,0,0,0,NA,NA,2017,2017-02-11,42,2017,6
2017-02-11,Oregon,651,0,478,173,164,9,0,0,0,73.425,5.202,2017,2017-02-11,42,2017,6
2017-02-11,Pennsylvania,705,0,187,518,517,1,0,0,0,26.525,0.193,2017,2017-02-11,42,2017,6
2017-02-11,Rhode Island,123,0,10,113,113,0,0,0,0,8.13,0,2017,2017-02-11,42,2017,6
2017-02-11,South Carolina,0,0,0,0,0,0,0,0,0,NA,NA,2017,2017-02-11,42,2017,6
2017-02-11,South Dakota,60,0,9,51,51,0,0,0,0,15,0,2017,2017-02-11,42,2017,6
2017-02-11,Tennessee,0,0,0,0,0,0,0,0,0,NA,NA,2017,2017-02-11,42,2017,6
2017-02-11,Texas,3372,0,526,2846,2845,0,1,0,0,15.599,0,2017,2017-02-11,42,2017,6
2017-02-11,Utah,1247,0,112,1135,1134,1,0,0,0,8.982,0.088,2017,2017-02-11,42,2017,6
2017-02-11,Vermont,0,0,0,0,0,0,0,0,0,NA,NA,2017,2017-02-11,42,2017,6
2017-02-11,Virginia,0,0,0,0,0,0,0,0,0,NA,NA,2017,2017-02-11,42,2017,6
2017-02-11,Washington,56,0,13,43,43,0,0,0,0,23.214,0,2017,2017-02-11,42,2017,6
2017-02-11,West Virginia,0,0,0,0,0,0,0,0,0,NA,NA,2017,2017-02-11,42,2017,6
2017-02-11,Wisconsin,110,0,19,91,91,0,0,0,0,17.273,0,2017,2017-02-11,42,2017,6
2017-02-11,Wyoming,500,0,65,435,430,5,0,0,0,13,1.149,2017,2017-02-11,42,2017,6
2017-02-11,Total,36225,0,8676,27549,27111,435,3,0,0,23.95,1.579,2017,2017-02-11,42,2017,6
2017-02-04,Alabama,781,0,114,667,548,119,0,0,0,14.597,17.841,2017,2017-02-04,35,2017,5
2017-02-04,Alaska,30,0,6,24,21,3,0,0,0,20,12.5,2017,2017-02-04,35,2017,5
2017-02-04,Arizona,366,0,112,254,249,5,0,0,0,30.601,1.969,2017,2017-02-04,35,2017,5
2017-02-04,Arkansas,0,0,0,0,0,0,0,0,0,NA,NA,2017,2017-02-04,35,2017,5
2017-02-04,California,2052,0,833,1219,1211,8,0,0,0,40.595,0.656,2017,2017-02-04,35,2017,5
2017-02-04,Colorado,223,0,26,197,197,0,0,0,0,11.659,0,2017,2017-02-04,35,2017,5
2017-02-04,Connecticut,115,0,38,77,77,0,0,0,0,33.043,0,2017,2017-02-04,35,2017,5
2017-02-04,Delaware,0,0,0,0,0,0,0,0,0,NA,NA,2017,2017-02-04,35,2017,5
2017-02-04,District Of Columbia,0,0,0,0,0,0,0,0,0,NA,NA,2017,2017-02-04,35,2017,5
2017-02-04,Florida,517,0,129,388,388,0,0,0,0,24.952,0,2017,2017-02-04,35,2017,5
2017-02-04,Georgia,376,0,82,294,293,1,0,0,0,21.809,0.34,2017,2017-02-04,35,2017,5
2017-02-04,Hawaii,0,0,0,0,0,0,0,0,0,NA,NA,2017,2017-02-04,35,2017,5
2017-02-04,Idaho,467,0,97,370,272,98,0,0,0,20.771,26.486,2017,2017-02-04,35,2017,5
2017-02-04,Illinois,8817,0,1637,7180,7111,68,1,0,0,18.566,0.947,2017,2017-02-04,35,2017,5
2017-02-04,Indiana,3475,0,340,3135,3116,19,0,0,0,9.784,0.606,2017,2017-02-04,35,2017,5
2017-02-04,Iowa,468,0,104,364,344,20,0,0,0,22.222,5.495,2017,2017-02-04,35,2017,5
2017-02-04,Kansas,142,0,37,105,104,1,0,0,0,26.056,0.952,2017,2017-02-04,35,2017,5
2017-02-04,Kentucky,0,0,0,0,0,0,0,0,0,NA,NA,2017,2017-02-04,35,2017,5
2017-02-04,Louisiana,120,0,17,103,103,0,0,0,0,14.167,0,2017,2017-02-04,35,2017,5
2017-02-04,Maine,0,0,0,0,0,0,0,0,0,NA,NA,2017,2017-02-04,35,2017,5
2017-02-04,Maryland,47,0,9,38,38,0,0,0,0,19.149,0,2017,2017-02-04,35,2017,5
2017-02-04,Massachusetts,321,0,100,221,221,0,0,0,0,31.153,0,2017,2017-02-04,35,2017,5
2017-02-04,Michigan,12,0,6,6,6,0,0,0,0,50,0,2017,2017-02-04,35,2017,5
2017-02-04,Minnesota,808,0,529,279,275,4,0,0,0,65.47,1.434,2017,2017-02-04,35,2017,5
2017-02-04,Mississippi,26,0,13,13,13,0,0,0,0,50,0,2017,2017-02-04,35,2017,5
2017-02-04,Missouri,1887,0,557,1330,1314,16,0,0,0,29.518,1.203,2017,2017-02-04,35,2017,5
2017-02-04,Montana,142,0,45,97,96,1,0,0,0,31.69,1.031,2017,2017-02-04,35,2017,5
2017-02-04,Nebraska,19,0,2,17,13,4,0,0,0,10.526,23.529,2017,2017-02-04,35,2017,5
2017-02-04,Nevada,398,0,191,207,195,12,0,0,0,47.99,5.797,2017,2017-02-04,35,2017,5
2017-02-04,New Hampshire,0,0,0,0,0,0,0,0,0,NA,NA,2017,2017-02-04,35,2017,5
2017-02-04,New Jersey,628,0,191,437,427,10,0,0,0,30.414,2.288,2017,2017-02-04,35,2017,5
2017-02-04,New Mexico,0,0,0,0,0,0,0,0,0,NA,NA,2017,2017-02-04,35,2017,5
2017-02-04,New York,18564,0,16549,2015,2008,5,1,0,1,89.146,0.248,2017,2017-02-04,35,2017,5
2017-02-04,North Carolina,574,0,120,454,454,0,0,0,0,20.906,0,2017,2017-02-04,35,2017,5
2017-02-04,North Dakota,0,0,0,0,0,0,0,0,0,NA,NA,2017,2017-02-04,35,2017,5
2017-02-04,Ohio,221,0,110,111,111,0,0,0,0,49.774,0,2017,2017-02-04,35,2017,5
2017-02-04,Oklahoma,0,0,0,0,0,0,0,0,0,NA,NA,2017,2017-02-04,35,2017,5
2017-02-04,Oregon,593,0,294,299,293,6,0,0,0,49.578,2.007,2017,2017-02-04,35,2017,5
2017-02-04,Pennsylvania,1199,0,312,887,882,5,0,0,0,26.022,0.564,2017,2017-02-04,35,2017,5
2017-02-04,Rhode Island,145,0,19,126,126,0,0,0,0,13.103,0,2017,2017-02-04,35,2017,5
2017-02-04,South Carolina,0,0,0,0,0,0,0,0,0,NA,NA,2017,2017-02-04,35,2017,5
2017-02-04,South Dakota,67,0,15,52,52,0,0,0,0,22.388,0,2017,2017-02-04,35,2017,5
2017-02-04,Tennessee,0,0,0,0,0,0,0,0,0,NA,NA,2017,2017-02-04,35,2017,5
2017-02-04,Texas,3188,0,229,2959,2959,0,0,0,0,7.183,0,2017,2017-02-04,35,2017,5
2017-02-04,Utah,809,0,80,729,727,2,0,0,0,9.889,0.274,2017,2017-02-04,35,2017,5
2017-02-04,Vermont,0,0,0,0,0,0,0,0,0,NA,NA,2017,2017-02-04,35,2017,5
2017-02-04,Virginia,0,0,0,0,0,0,0,0,0,NA,NA,2017,2017-02-04,35,2017,5
2017-02-04,Washington,72,0,11,61,61,0,0,0,0,15.278,0,2017,2017-02-04,35,2017,5
2017-02-04,West Virginia,0,0,0,0,0,0,0,0,0,NA,NA,2017,2017-02-04,35,2017,5
2017-02-04,Wisconsin,225,0,43,182,182,0,0,0,0,19.111,0,2017,2017-02-04,35,2017,5
2017-02-04,Wyoming,428,0,74,354,354,0,0,0,0,17.29,0,2017,2017-02-04,35,2017,5
2017-02-04,Total,48322,0,23071,25251,24841,407,2,0,1,47.744,1.612,2017,2017-02-04,35,2017,5
2017-01-28,Alabama,992,0,125,867,713,154,0,0,0,12.601,17.762,2017,2017-01-28,28,2017,4
2017-01-28,Alaska,6,0,2,4,3,1,0,0,0,33.333,25,2017,2017-01-28,28,2017,4
2017-01-28,Arizona,962,0,258,704,700,4,0,0,0,26.819,0.568,2017,2017-01-28,28,2017,4
2017-01-28,Arkansas,0,0,0,0,0,0,0,0,0,NA,NA,2017,2017-01-28,28,2017,4
2017-01-28,California,2870,0,1330,1540,1519,21,0,0,0,46.341,1.364,2017,2017-01-28,28,2017,4
2017-01-28,Colorado,0,0,0,0,0,0,0,0,0,NA,NA,2017,2017-01-28,28,2017,4
2017-01-28,Connecticut,46,0,9,37,37,0,0,0,0,19.565,0,2017,2017-01-28,28,2017,4
2017-01-28,Delaware,0,0,0,0,0,0,0,0,0,NA,NA,2017,2017-01-28,28,2017,4
2017-01-28,District Of Columbia,0,0,0,0,0,0,0,0,0,NA,NA,2017,2017-01-28,28,2017,4
2017-01-28,Florida,477,0,114,363,363,0,0,0,0,23.899,0,2017,2017-01-28,28,2017,4
2017-01-28,Georgia,317,0,73,244,243,1,0,0,0,23.028,0.41,2017,2017-01-28,28,2017,4
2017-01-28,Hawaii,0,0,0,0,0,0,0,0,0,NA,NA,2017,2017-01-28,28,2017,4
2017-01-28,Idaho,623,0,138,485,321,164,0,0,0,22.151,33.814,2017,2017-01-28,28,2017,4
2017-01-28,Illinois,9394,0,1356,8038,7996,40,2,0,0,14.435,0.498,2017,2017-01-28,28,2017,4
2017-01-28,Indiana,4018,0,442,3576,3565,10,1,0,0,11,0.28,2017,2017-01-28,28,2017,4
2017-01-28,Iowa,360,0,52,308,286,21,1,0,0,14.444,6.818,2017,2017-01-28,28,2017,4
2017-01-28,Kansas,180,0,40,140,134,6,0,0,0,22.222,4.286,2017,2017-01-28,28,2017,4
2017-01-28,Kentucky,0,0,0,0,0,0,0,0,0,NA,NA,2017,2017-01-28,28,2017,4
2017-01-28,Louisiana,156,0,22,134,134,0,0,0,0,14.103,0,2017,2017-01-28,28,2017,4
2017-01-28,Maine,0,0,0,0,0,0,0,0,0,NA,NA,2017,2017-01-28,28,2017,4
2017-01-28,Maryland,260,0,78,182,182,0,0,0,0,30,0,2017,2017-01-28,28,2017,4
2017-01-28,Massachusetts,292,0,106,186,186,0,0,0,0,36.301,0,2017,2017-01-28,28,2017,4
2017-01-28,Michigan,17,0,3,14,14,0,0,0,0,17.647,0,2017,2017-01-28,28,2017,4
2017-01-28,Minnesota,936,0,233,703,700,2,1,0,0,24.893,0.284,2017,2017-01-28,28,2017,4
2017-01-28,Mississippi,3,0,2,1,1,0,0,0,0,66.667,0,2017,2017-01-28,28,2017,4
2017-01-28,Missouri,1787,0,544,1243,1218,25,0,0,0,30.442,2.011,2017,2017-01-28,28,2017,4
2017-01-28,Montana,152,0,73,79,78,1,0,0,0,48.026,1.266,2017,2017-01-28,28,2017,4
2017-01-28,Nebraska,24,0,10,14,12,2,0,0,0,41.667,14.286,2017,2017-01-28,28,2017,4
2017-01-28,Nevada,1286,0,1157,129,128,1,0,0,0,89.969,0.775,2017,2017-01-28,28,2017,4
2017-01-28,New Hampshire,0,0,0,0,0,0,0,0,0,NA,NA,2017,2017-01-28,28,2017,4
2017-01-28,New Jersey,646,0,233,413,411,2,0,0,0,36.068,0.484,2017,2017-01-28,28,2017,4
2017-01-28,New Mexico,0,0,0,0,0,0,0,0,0,NA,NA,2017,2017-01-28,28,2017,4
2017-01-28,New York,2604,0,1218,1386,1385,1,0,0,0,46.774,0.072,2017,2017-01-28,28,2017,4
2017-01-28,North Carolina,907,0,200,707,706,1,0,0,0,22.051,0.141,2017,2017-01-28,28,2017,4
2017-01-28,North Dakota,0,0,0,0,0,0,0,0,0,NA,NA,2017,2017-01-28,28,2017,4
2017-01-28,Ohio,456,0,237,219,218,1,0,0,0,51.974,0.457,2017,2017-01-28,28,2017,4
2017-01-28,Oklahoma,0,0,0,0,0,0,0,0,0,NA,NA,2017,2017-01-28,28,2017,4
2017-01-28,Oregon,558,0,175,383,352,31,0,0,0,31.362,8.094,2017,2017-01-28,28,2017,4
2017-01-28,Pennsylvania,1095,0,258,837,835,2,0,0,0,23.562,0.239,2017,2017-01-28,28,2017,4
2017-01-28,Rhode Island,238,0,50,188,188,0,0,0,0,21.008,0,2017,2017-01-28,28,2017,4
2017-01-28,South Carolina,0,0,0,0,0,0,0,0,0,NA,NA,2017,2017-01-28,28,2017,4
2017-01-28,South Dakota,106,0,28,78,78,0,0,0,0,26.415,0,2017,2017-01-28,28,2017,4
2017-01-28,Tennessee,0,0,0,0,0,0,0,0,0,NA,NA,2017,2017-01-28,28,2017,4
2017-01-28,Texas,3209,0,198,3011,3000,10,1,0,0,6.17,0.332,2017,2017-01-28,28,2017,4
2017-01-28,Utah,394,0,140,254,251,2,1,0,0,35.533,0.787,2017,2017-01-28,28,2017,4
2017-01-28,Vermont,0,0,0,0,0,0,0,0,0,NA,NA,2017,2017-01-28,28,2017,4
2017-01-28,Virginia,0,0,0,0,0,0,0,0,0,NA,NA,2017,2017-01-28,28,2017,4
2017-01-28,Washington,127,0,27,100,100,0,0,0,0,21.26,0,2017,2017-01-28,28,2017,4
2017-01-28,West Virginia,0,0,0,0,0,0,0,0,0,NA,NA,2017,2017-01-28,28,2017,4
2017-01-28,Wisconsin,151,0,33,118,116,2,0,0,0,21.854,1.695,2017,2017-01-28,28,2017,4
2017-01-28,Wyoming,172,0,29,143,143,0,0,0,0,16.86,0,2017,2017-01-28,28,2017,4
2017-01-28,Total,35821,0,8993,26828,26316,505,7,0,0,25.105,1.882,2017,2017-01-28,28,2017,4
2017-01-21,Alabama,650,0,81,569,498,71,0,0,0,12.462,12.478,2017,2017-01-21,21,2017,3
2017-01-21,Alaska,15,0,1,14,4,10,0,0,0,6.667,71.429,2017,2017-01-21,21,2017,3
2017-01-21,Arizona,235,0,111,124,122,2,0,0,0,47.234,1.613,2017,2017-01-21,21,2017,3
2017-01-21,Arkansas,0,0,0,0,0,0,0,0,0,NA,NA,2017,2017-01-21,21,2017,3
2017-01-21,California,5454,0,4120,1334,1333,1,0,0,0,75.541,0.075,2017,2017-01-21,21,2017,3
2017-01-21,Colorado,0,0,0,0,0,0,0,0,0,NA,NA,2017,2017-01-21,21,2017,3
2017-01-21,Connecticut,45,0,11,34,34,0,0,0,0,24.444,0,2017,2017-01-21,21,2017,3
2017-01-21,Delaware,1,0,1,0,0,0,0,0,0,100,NA,2017,2017-01-21,21,2017,3
2017-01-21,District Of Columbia,0,0,0,0,0,0,0,0,0,NA,NA,2017,2017-01-21,21,2017,3
2017-01-21,Florida,358,0,82,276,276,0,0,0,0,22.905,0,2017,2017-01-21,21,2017,3
2017-01-21,Georgia,225,0,56,169,169,0,0,0,0,24.889,0,2017,2017-01-21,21,2017,3
2017-01-21,Hawaii,0,0,0,0,0,0,0,0,0,NA,NA,2017,2017-01-21,21,2017,3
2017-01-21,Idaho,500,0,138,362,339,23,0,0,0,27.6,6.354,2017,2017-01-21,21,2017,3
2017-01-21,Illinois,5325,0,1076,4249,4195,54,0,0,0,20.207,1.271,2017,2017-01-21,21,2017,3
2017-01-21,Indiana,3934,0,401,3533,3511,21,1,0,0,10.193,0.594,2017,2017-01-21,21,2017,3
2017-01-21,Iowa,346,0,62,284,280,4,0,0,0,17.919,1.408,2017,2017-01-21,21,2017,3
2017-01-21,Kansas,80,0,19,61,60,1,0,0,0,23.75,1.639,2017,2017-01-21,21,2017,3
2017-01-21,Kentucky,0,0,0,0,0,0,0,0,0,NA,NA,2017,2017-01-21,21,2017,3
2017-01-21,Louisiana,111,0,18,93,93,0,0,0,0,16.216,0,2017,2017-01-21,21,2017,3
2017-01-21,Maine,0,0,0,0,0,0,0,0,0,NA,NA,2017,2017-01-21,21,2017,3
2017-01-21,Maryland,146,0,35,111,111,0,0,0,0,23.973,0,2017,2017-01-21,21,2017,3
2017-01-21,Massachusetts,174,0,71,103,103,0,0,0,0,40.805,0,2017,2017-01-21,21,2017,3
2017-01-21,Michigan,15,0,1,14,13,1,0,0,0,6.667,7.143,2017,2017-01-21,21,2017,3
2017-01-21,Minnesota,691,0,121,570,567,3,0,0,0,17.511,0.526,2017,2017-01-21,21,2017,3
2017-01-21,Mississippi,8,0,2,6,6,0,0,0,0,25,0,2017,2017-01-21,21,2017,3
2017-01-21,Missouri,1629,0,511,1118,1085,33,0,0,0,31.369,2.952,2017,2017-01-21,21,2017,3
2017-01-21,Montana,109,0,33,76,76,0,0,0,0,30.275,0,2017,2017-01-21,21,2017,3
2017-01-21,Nebraska,26,0,1,25,25,0,0,0,0,3.846,0,2017,2017-01-21,21,2017,3
2017-01-21,Nevada,119,0,80,39,39,0,0,0,0,67.227,0,2017,2017-01-21,21,2017,3
2017-01-21,New Hampshire,0,0,0,0,0,0,0,0,0,NA,NA,2017,2017-01-21,21,2017,3
2017-01-21,New Jersey,260,0,84,176,172,4,0,0,0,32.308,2.273,2017,2017-01-21,21,2017,3
2017-01-21,New Mexico,0,0,0,0,0,0,0,0,0,NA,NA,2017,2017-01-21,21,2017,3
2017-01-21,New York,5171,0,3373,1798,1798,0,0,0,0,65.229,0,2017,2017-01-21,21,2017,3
2017-01-21,North Carolina,680,0,161,519,519,0,0,0,0,23.676,0,2017,2017-01-21,21,2017,3
2017-01-21,North Dakota,0,0,0,0,0,0,0,0,0,NA,NA,2017,2017-01-21,21,2017,3
2017-01-21,Ohio,168,0,93,75,75,0,0,0,0,55.357,0,2017,2017-01-21,21,2017,3
2017-01-21,Oklahoma,0,0,0,0,0,0,0,0,0,NA,NA,2017,2017-01-21,21,2017,3
2017-01-21,Oregon,224,0,117,107,105,2,0,0,0,52.232,1.869,2017,2017-01-21,21,2017,3
2017-01-21,Pennsylvania,664,0,137,527,525,2,0,0,0,20.633,0.38,2017,2017-01-21,21,2017,3
2017-01-21,Rhode Island,186,0,33,153,153,0,0,0,0,17.742,0,2017,2017-01-21,21,2017,3
2017-01-21,South Carolina,0,0,0,0,0,0,0,0,0,NA,NA,2017,2017-01-21,21,2017,3
2017-01-21,South Dakota,137,0,26,111,108,2,1,0,0,18.978,1.802,2017,2017-01-21,21,2017,3
2017-01-21,Tennessee,0,0,0,0,0,0,0,0,0,NA,NA,2017,2017-01-21,21,2017,3
2017-01-21,Texas,2999,0,147,2852,2852,0,0,0,0,4.902,0,2017,2017-01-21,21,2017,3
2017-01-21,Utah,277,0,45,232,231,0,1,0,0,16.245,0,2017,2017-01-21,21,2017,3
2017-01-21,Vermont,0,0,0,0,0,0,0,0,0,NA,NA,2017,2017-01-21,21,2017,3
2017-01-21,Virginia,0,0,0,0,0,0,0,0,0,NA,NA,2017,2017-01-21,21,2017,3
2017-01-21,Washington,181,0,32,149,149,0,0,0,0,17.68,0,2017,2017-01-21,21,2017,3
2017-01-21,West Virginia,0,0,0,0,0,0,0,0,0,NA,NA,2017,2017-01-21,21,2017,3
2017-01-21,Wisconsin,229,0,49,180,179,1,0,0,0,21.397,0.556,2017,2017-01-21,21,2017,3
2017-01-21,Wyoming,231,0,29,202,202,0,0,0,0,12.554,0,2017,2017-01-21,21,2017,3
2017-01-21,Total,31603,0,11358,20245,20007,235,3,0,0,35.94,1.161,2017,2017-01-21,21,2017,3
2017-01-14,Alabama,843,0,95,748,728,19,1,0,0,11.269,2.54,2017,2017-01-14,14,2017,2
2017-01-14,Alaska,35,0,8,27,18,9,0,0,0,22.857,33.333,2017,2017-01-14,14,2017,2
2017-01-14,Arizona,2035,0,710,1325,1322,3,0,0,0,34.889,0.226,2017,2017-01-14,14,2017,2
2017-01-14,Arkansas,0,0,0,0,0,0,0,0,0,NA,NA,2017,2017-01-14,14,2017,2
2017-01-14,California,5775,0,3935,1840,1829,11,0,0,0,68.139,0.598,2017,2017-01-14,14,2017,2
2017-01-14,Colorado,0,0,0,0,0,0,0,0,0,NA,NA,2017,2017-01-14,14,2017,2
2017-01-14,Connecticut,51,0,13,38,38,0,0,0,0,25.49,0,2017,2017-01-14,14,2017,2
2017-01-14,Delaware,2,0,1,1,0,1,0,0,0,50,100,2017,2017-01-14,14,2017,2
2017-01-14,District Of Columbia,0,0,0,0,0,0,0,0,0,NA,NA,2017,2017-01-14,14,2017,2
2017-01-14,Florida,294,0,55,239,239,0,0,0,0,18.707,0,2017,2017-01-14,14,2017,2
2017-01-14,Georgia,332,0,77,255,255,0,0,0,0,23.193,0,2017,2017-01-14,14,2017,2
2017-01-14,Hawaii,0,0,0,0,0,0,0,0,0,NA,NA,2017,2017-01-14,14,2017,2
2017-01-14,Idaho,1008,0,199,809,729,80,0,0,0,19.742,9.889,2017,2017-01-14,14,2017,2
2017-01-14,Illinois,6706,0,854,5852,5802,49,1,0,0,12.735,0.837,2017,2017-01-14,14,2017,2
2017-01-14,Indiana,5243,0,479,4764,4755,7,2,0,0,9.136,0.147,2017,2017-01-14,14,2017,2
2017-01-14,Iowa,568,0,130,438,382,56,0,0,0,22.887,12.785,2017,2017-01-14,14,2017,2
2017-01-14,Kansas,158,0,36,122,119,3,0,0,0,22.785,2.459,2017,2017-01-14,14,2017,2
2017-01-14,Kentucky,0,0,0,0,0,0,0,0,0,NA,NA,2017,2017-01-14,14,2017,2
2017-01-14,Louisiana,165,0,32,133,133,0,0,0,0,19.394,0,2017,2017-01-14,14,2017,2
2017-01-14,Maine,0,0,0,0,0,0,0,0,0,NA,NA,2017,2017-01-14,14,2017,2
2017-01-14,Maryland,91,0,19,72,72,0,0,0,0,20.879,0,2017,2017-01-14,14,2017,2
2017-01-14,Massachusetts,279,0,88,191,191,0,0,0,0,31.541,0,2017,2017-01-14,14,2017,2
2017-01-14,Michigan,17,0,3,14,14,0,0,0,0,17.647,0,2017,2017-01-14,14,2017,2
2017-01-14,Minnesota,1102,0,193,909,906,3,0,0,0,17.514,0.33,2017,2017-01-14,14,2017,2
2017-01-14,Mississippi,8,0,2,6,6,0,0,0,0,25,0,2017,2017-01-14,14,2017,2
2017-01-14,Missouri,1798,0,619,1179,1163,16,0,0,0,34.427,1.357,2017,2017-01-14,14,2017,2
2017-01-14,Montana,372,0,166,206,206,0,0,0,0,44.624,0,2017,2017-01-14,14,2017,2
2017-01-14,Nebraska,53,0,11,42,42,0,0,0,0,20.755,0,2017,2017-01-14,14,2017,2
2017-01-14,Nevada,114,0,53,61,61,0,0,0,0,46.491,0,2017,2017-01-14,14,2017,2
2017-01-14,New Hampshire,0,0,0,0,0,0,0,0,0,NA,NA,2017,2017-01-14,14,2017,2
